,source_id,nombre,inicial,apellidos,especialidad,telefono #1,telefono #2,direccion,pueblo,estado,actualizacion
1443,001,GIOVANNI,,RIVERA MATEO,TECNICO EN OPTOMETRIA,787-468-2000,,CALLE BENITEZ GUZMAN # 47BO PUEBLO ISABEL II,VIEQUES,PUERTO RICO,01/28/2024
1444,001,GIOVANNI,,RIVERA MATEO,TECNICO EN OPTOMETRIA,787-468-2966,,CALLE PEDRO MARQUEZ # 44,CULEBRA,PUERTO RICO,01/28/2024
1445,001,NISET,,PEREZ JUSINO,OPTOMETRIA,787-872-2121,,CARR #2 ISABELA PROF BLDG#3623 STE #103,ISABELA,PUERTO RICO,01/28/2024
1446,001,NISET,,PEREZ JUSINO,OPTOMETRIA,787-872-2121,,CARR #2 ISABELA PROF BLDG#3623 STE #103,ISABELA,PUERTO RICO,01/28/2024
1447,001,ROSA,,CAMACHO MENDEZ,OPTOMETRIA,787-785-3220,,PLAZA DEL PARQUE1500 AVE COMERIO STE 70,BAYAMON,PUERTO RICO,01/28/2024
1448,001,SAMANTHA,,CORREA GONZALEZ,OPTOMETRIA,787-262-0777,,142 AVE PABLO J AGUILARSUITE #2,HATILLO,PUERTO RICO,01/28/2024
1449,001,SAMANTHA,,CORREA GONZALEZ,OPTOMETRIA,787-942-7676,,CARR 129 BARRIO CAMPO ALEGRE,ARECIBO,PUERTO RICO,01/28/2024
1450,001,WILSON,,RAMOS RIVERA,OPTOMETRIA,787-895-4512,,CALLE HONORIO HERNANDEZ #102,QUEBRADILLAS,PUERTO RICO,01/28/2024
1451,001,WILSON,,RAMOS RIVERA,OPTOMETRIA,787-895-4512,,CALLE HONORIO HERNANDEZ #102,QUEBRADILLAS,PUERTO RICO,01/28/2024
1452,001,KELVIN,,SANTOS ROMAN,OPTOMETRIA,787-892-3450,,AVE CASTO PEREZ #321,SAN GERMAN,PUERTO RICO,01/28/2024
1453,001,KELVIN,,SANTOS ROMAN,OPTOMETRIA,787-864-6884,,PLAZA GUAYAMA MALL #48SUITE R D 3 KM 1 34 6,GUAYAMA,PUERTO RICO,01/28/2024
1454,001,KELVIN,,SANTOS ROMAN,OPTOMETRIA,787-856-8388,,YAUCO PLAZA 1 LOCAL # 109,YAUCO,PUERTO RICO,01/28/2024
1455,001,GIAN,,MURATI HERRERA,OPTOMETRIA,787-889-2002,,38 FERNANDEZ GARCIA,LUQUILLO,PUERTO RICO,01/28/2024
1456,001,GIAN,,MURATI HERRERA,OPTOMETRIA,787-786-2000,,EDIFICIO JOAQUIN MONTESINOCALLE ROSSY ESQ ISABEL II,BAYAMON,PUERTO RICO,01/28/2024
1457,001,BENABE,,VISUAL CLINIC,OPTICA,939-599-1577,,12 30 BOULEVARD DRIVELOCAL C,BAYAMON,PUERTO RICO,01/28/2024
1458,001,HIRAM,,MALDONADO DELGADO,OPTOMETRIA,787-780-0373,,CANTON MALL LOCAL B3,BAYAMON,PUERTO RICO,01/28/2024
1459,001,HIRAM,,MALDONADO DELGADO,OPTOMETRIA,787-780-0373,,CANTON MALL LOCAL B3,BAYAMON,PUERTO RICO,01/28/2024
1460,001,MANUEL,,SANTIAGO RIVERA,OPTOMETRIA,787-757-3375,,AVENIDA CAMPO RICO #925COUNTRY CLUB,SAN JUAN,PUERTO RICO,01/28/2024
1461,001,NILSA,,MULERO BUTTER,,787-783-1085,,1498 AVE ROOSEVELTPLAZA CAPARRA LOCAL 16,GUAYNABO,PUERTO RICO,01/28/2024
1462,001,NILSA,,MULERO BUTTER,,787-783-1085,,1498 AVE ROOSEVELTPLAZA CAPARRA LOCAL 16,GUAYNABO,PUERTO RICO,01/28/2024
1463,001,NILSA,,MULERO BUTTER,TECNICO EN OPTOMETRIA,787-783-1085,,1498 AVE ROOSEVELTPLAZA CAPARRA LOCAL 16,GUAYNABO,PUERTO RICO,01/28/2024
1464,001,NILSA,,MULERO BUTTER,TECNICO EN OPTOMETRIA,787-783-1085,,1498 AVE ROOSEVELTPLAZA CAPARRA LOCAL 16,GUAYNABO,PUERTO RICO,01/28/2024
1465,001,JOSE,,GUERRERO DE LEON,OPTOMETRIA,787-725-2553,,CALLE MENDEZ VIGO #331,DORADO,PUERTO RICO,01/28/2024
1466,001,JOSE,,GUERRERO DE LEON,OPTOMETRIA,787-641-2020,,CUPEY PROFESSIONAL MALL 359CALE SAN CLAUDIO SUITE 114,SAN JUAN,PUERTO RICO,01/28/2024
1467,001,JOSE,,GUERRERO DE LEON,OPTOMETRIA,787-725-2553,,CALLE MENDEZ VIGO #331,DORADO,PUERTO RICO,01/28/2024
1468,001,JOSE,,GUERRERO DE LEON,OPTOMETRIA,787-641-2020,,CUPEY PROFESSIONAL MALL 359CALE SAN CLAUDIO SUITE 114,SAN JUAN,PUERTO RICO,01/28/2024
1469,001,LAURA,,SOLANO MEDINA,OPTOMETRIA,787-261-0981,,RIO HONDO MALLLOCAL BO71 AVE COMERIO,BAYAMON,PUERTO RICO,01/28/2024
1470,001,NORA,,PEREZ TORRES,OPTOMETRIA,787-805-2900,,CALLE RAMON E BETANCES#403 SUR,MAYAGUEZ,PUERTO RICO,01/28/2024
1471,001,ADELA,,SAAVEDRA CHAVEZ,OPTOMETRIA,787-895-6484,,CALLE CALIFORNIA A 3,QUEBRADILLAS,PUERTO RICO,01/28/2024
1472,001,ADELA,,SAAVEDRA CHAVEZ,OPTOMETRIA,787-895-6484,,CALLE CALIFORNIA A 3,QUEBRADILLAS,PUERTO RICO,01/28/2024
1473,001,SORIVETT,,COTTO ROSARIO,OPTOMETRIA,787-703-0799,,200 GRAND BLVD LOS PRADOSSUITE # 780,CAGUAS,PUERTO RICO,01/28/2024
1474,001,4,,EYES ONLY,OPTICA,787-287-0353,,JARDINES REALES SHOPPING CTRCARR 199 FINAL AVE LAS CUMBRES,GUAYNABO,PUERTO RICO,01/28/2024
1475,001,VISION,,2000 EXPRESS,OPTICA,787-889-2002,,38 FERNANDEZ GARCIA,LUQUILLO,PUERTO RICO,01/28/2024
1476,001,VISION,,2000 EXPRESS,OPTICA,787-786-2000,,EDIFICIO JOAQUIN MONTESINOCALLE ROSSY ESQ ISABEL II,BAYAMON,PUERTO RICO,01/28/2024
1477,001,MAGDA,,MATOS CALIZ,OPTOMETRIA,787-765-1915,,500 CARR JOHN WILL HARRIS,BAYAMON,PUERTO RICO,01/28/2024
1478,001,MAGDA,,MATOS CALIZ,OPTOMETRIA,939-204-0852,,974Z CALLE BAUHINIAURB LOIZA VALLEY,CANOVANAS,PUERTO RICO,01/28/2024
1479,001,MAGDA,,MATOS CALIZ,OPTOMETRIA,787-739-8182,,AVE EL JIBAROCARR 172 KM 13 5,CIDRA,PUERTO RICO,01/28/2024
1480,001,MAGDA,,MATOS CALIZ,OPTOMETRIA,787-746-6555,,CALLE RAFAEL CORDERO FINAL,CAGUAS,PUERTO RICO,01/28/2024
1481,001,MAGDA,,MATOS CALIZ,OPTOMETRIA,787-837-2225,,CENTRO SAN CRISTOBALCALLE LA CRUZ # 6,JUANA DIAZ,PUERTO RICO,01/28/2024
1482,001,MAGDA,,MATOS CALIZ,OPTOMETRIA,787-977-9542,,METRO CLINICA HOARECALLE HOARE # 900,SANTURCE,PUERTO RICO,01/28/2024
1483,001,MONICA,,NIEVES COLON,OPTOMETRIA,787-858-1695,,412 AVE TRIO VEGABAJENOLOCAL # 2,VEGA BAJA,PUERTO RICO,01/28/2024
1484,001,MONICA,,NIEVES COLON,OPTOMETRIA,787-780-3969,,CARR 167 2A 28 CALLE # 36URB RIVERVIEW,BAYAMON,PUERTO RICO,01/28/2024
1485,001,MONICA,,NIEVES COLON,OPTOMETRIA,787-816-7396,,CARR 651 KM 2 4SECTOR JUNCOS,ARECIBO,PUERTO RICO,01/28/2024
1486,001,MONICA,,NIEVES COLON,OPTOMETRIA,787-820-3322,,LA CEIBA SHOPPING VILLAGELOCAL # 5 CARR # 2 INT 130,HATILLO,PUERTO RICO,01/28/2024
1487,001,MONICA,,NIEVES COLON,OPTOMETRIA,787-653-2375,,URB CONDADO MODERNOM 34 CALLE 13,CAGUAS,PUERTO RICO,01/28/2024
1488,001,ISABEL,,MENDEZ MARTIR,OPTOMETRIA,787-261-5547,,PLAZA RIO HONDO MALLLOCAL 33B,BAYAMON,PUERTO RICO,01/28/2024
1489,001,CHERYL,,RODRIGUEZ HERNANDEZ,OPTOMETRIA,939-303-3046,,15 AVE PADRE RIVERA WEST,HUMACAO,PUERTO RICO,01/28/2024
1490,001,BUENA,,VISTA OPTICAL  INC,OPTICA,787-798-7903,,DRIVE IN PLAZA 2135 CARR # 2SUITE 65,BAYAMON,PUERTO RICO,01/28/2024
1491,001,OPTI,,CARIBE  INC,OPTICA,787-757-3375,,AVENIDA CAMPO RICO #925COUNTRY CLUB,SAN JUAN,PUERTO RICO,01/28/2024
1492,001,BRENDA,,CUBERO PANTOJA,OPTOMETRIA,787-884-6967,,URB SAN SALVADORA 8 CALLE MARGINAL,MANATI,PUERTO RICO,01/28/2024
1493,001,BRENDA,,CUBERO PANTOJA,OPTOMETRIA,787-884-6967,,URB SAN SALVADORA 8 CALLE MARGINAL,MANATI,PUERTO RICO,01/28/2024
1494,001,ZAIRA,,OLIVENCIA HENRIQUEZ,OPTOMETRIA,787-896-7040,,281 CALLE RUIZ BELVIS,SAN SEBASTIAN,PUERTO RICO,01/28/2024
1495,001,ZAIRA,,OLIVENCIA HENRIQUEZ,OPTOMETRIA,787-280-7040,,AVE ARCADIO ESTRADA 4160STE #203,SAN SEBASTIAN,PUERTO RICO,01/28/2024
1496,001,ZAIRA,,OLIVENCIA HENRIQUEZ,OPTOMETRIA,787-819-3535,,CARR 459 KM 2 63,AGUADILLA,PUERTO RICO,01/28/2024
1497,001,ZAIDA,,ARTIGAS LUCIANO,OPTOMETRIA,787-820-2900,,CARR #2 KM 87 1HATILLO KASH AND KARRY,HATILLO,PUERTO RICO,01/28/2024
1498,001,ZAIDA,,ARTIGAS LUCIANO,OPTOMETRIA,787-820-2900,,CARR #2 KM 87 1HATILLO KASH AND KARRY,HATILLO,PUERTO RICO,01/28/2024
1499,001,MAGDA,,RUBERO APONTE,OPTOMETRIA   CORNEA Y MANEJO DE LENTES DE CONTACTO,787-755-2585,,CALLE MUNOZ RIVERA # 19,TRUJILLO ALTO,PUERTO RICO,01/28/2024
1500,001,MAGDA,,RUBERO APONTE,OPTOMETRIA   CORNEA Y MANEJO DE LENTES DE CONTACTO,787-755-2585,,CALLE MUNOZ RIVERA # 19,TRUJILLO ALTO,PUERTO RICO,01/28/2024
1501,001,TU,,OPTICA,OPTICA,787-845-5272,,# 5 CALLE RUIZ BELVIS,SANTA ISABEL,PUERTO RICO,01/28/2024
1502,001,TU,,OPTICA,OPTICA,787-867-0794,,6 CALLE 4 DE JULIO,OROCOVIS,PUERTO RICO,01/28/2024
1503,001,TU,,OPTICA,OPTICA,787-828-2194,,CALLE FIGUEROA # 3SUITE # 1,JAYUYA,PUERTO RICO,01/28/2024
1504,001,DANICA,,ORTIZ ORTIZ,OPTOMETRIA,787-254-6621,,MARGINAL CARR 100K M 5 8,CABO ROJO,PUERTO RICO,01/28/2024
1505,001,CLINICA,,DE OJOS FAMILIAR,OPTICA,787-946-4269,,CARRETERA 848 KM 0 2BARRIO SAINT JUST,TRUJILLO ALTO,PUERTO RICO,01/28/2024
1506,001,CENTRO,,DE SALUD INTEGRAL EN COROZAL,OPTICA,787-859-2560,,CARR 891 KM 15 1 INTBO PUEBLO,COROZAL,PUERTO RICO,01/28/2024
1507,001,MADELEINE,,LOPEZ JIMENEZ,OPTOMETRIA,787-787-2500,,CALLE SANTA CRUZ B9,BAYAMON,PUERTO RICO,01/28/2024
1508,001,JOHANNA,,LOYOLA MARTINEZ,OPTOMETRIA,787-744-4020,,PASEO GAUTIER BENITEZ #16GALERIA FR MUNIZ,CAGUAS,PUERTO RICO,01/28/2024
1509,001,JOHANNA,,LOYOLA MARTINEZ,OPTOMETRIA,787-744-4020,,PASEO GAUTIER BENITEZ #16GALERIA FR MUNIZ,CAGUAS,PUERTO RICO,01/28/2024
1510,001,CIALES,,VISUAL INC,OPTICA,787-871-3091,,51 CALLE JOSE DE DIEGO,CIALES,PUERTO RICO,01/28/2024
1511,001,DIAMOND,,VISION CENTER,OPTICA,787-871-1766,,CALLE JOSE DE DIEGO #39A,CIALES,PUERTO RICO,01/28/2024
1512,001,IRIS,,NUNEZ RODRIGUEZ,OPTOMETRIA,787-890-2629,,2906 CALLE MATOMAS,AGUADILLA,PUERTO RICO,01/28/2024
1513,001,IRIS,,NUNEZ RODRIGUEZ,OPTOMETRIA,787-890-2629,,2906 CALLE MATOMAS,AGUADILLA,PUERTO RICO,01/28/2024
1514,001,ANGELA,,MEDINA VARGAS,OPTOMETRIA,787-523-1141,,500 CALLE CUEVAS BUSTAMANTE,SAN JUAN,PUERTO RICO,01/28/2024
1515,001,MARIA,,GUERRERO RODRIGUEZ,OPTOMETRIA,787-765-4028,,BRUMBAUGH 1060,RIO PIEDRAS,PUERTO RICO,01/28/2024
1516,001,MARIA,,GUERRERO RODRIGUEZ,OPTOMETRIA,787-924-4500,,CARR 156 KM 49 5BO SUMIDERO,AGUAS BUENAS,PUERTO RICO,01/28/2024
1517,001,MARIA,,GUERRERO RODRIGUEZ,OPTOMETRIA,787-773-1144,,GUAYNABO PLAZA AVE ESMERALDAESQ CALLE D BO LOS FRAILES,GUAYNABO,PUERTO RICO,01/28/2024
1518,001,LENS,,MASTER,OPTICA,787-798-0575,,CARR 863 KM 1 2BARRIO PAJAROS,TOA BAJA,PUERTO RICO,01/28/2024
1519,001,I,,LIKE GLASSES,OPTICA,787-233-1777,,CARR #2 KM 55 7,BARCELONETA,PUERTO RICO,01/28/2024
1520,001,PEDRO,,CORREA AMIL,OPTOMETRIA,787-745-2490,,CALLE PINO 2 D33URB VILLA DEL REY,CAGUAS,PUERTO RICO,01/28/2024
1521,001,PEDRO,,CORREA AMIL,OPTOMETRIA,787-745-2490,,CALLE PINO 2 D33URB VILLA DEL REY,CAGUAS,PUERTO RICO,01/28/2024
1522,001,EYES,,OPTIC CLINICA VISUAL,OPTICA,787-531-3432,,CALLE ANTONIO R BARCELO #8,TOA ALTA,PUERTO RICO,01/28/2024
1523,001,EYES,,OPTIC CLINICA VISUAL,OPTICA,787-248-1222,,W 16 CALLE BLVD MONROIGLEVITTOWN,TOA BAJA,PUERTO RICO,01/28/2024
1524,001,20/20,,OPTICAL JEIRA  INC,OPTICA,787-991-5067,,# 52 CALLE RAFAEL LASA,AGUAS BUENAS,PUERTO RICO,01/28/2024
1525,001,20/20,,OPTICAL JEIRA  INC,OPTICA,787-714-4550,,# 55 CALLE JOSE DE DIEGO,CIDRA,PUERTO RICO,01/28/2024
1526,001,LUIS,,ARAMBURU DIAZ,OPTOMETRIA REHABILITACION,787-790-3848,,AVE ESMERALDA # 59URB PONCE DE LEON,GUAYNABO,PUERTO RICO,01/28/2024
1527,001,LUIS,,ARAMBURU DIAZ,OPTOMETRIA REHABILITACION,787-790-3848,,AVE ESMERALDA # 59URB PONCE DE LEON,GUAYNABO,PUERTO RICO,01/28/2024
1528,001,PEARLE,,VISION CENTER  CAYEY CORP,OPTICA,787-738-7120,,PEREZ HERMANOS PLAZA 4005,CAYEY,PUERTO RICO,01/28/2024
1529,001,CIDRA,,OPTICAL,OPTICA,787-739-7173,,CALLE MUNOZ BARRIOS #29SUITE 101,CIDRA,PUERTO RICO,01/28/2024
1530,001,OPTICA,,DE LA CRUZ,OPTICA,787-765-4028,,BRUMBAUGH 1060,RIO PIEDRAS,PUERTO RICO,01/28/2024
1531,001,OPTICA,,DE LA CRUZ,OPTICA,787-924-4500,,CARR 156 KM 49 5BO SUMIDERO,AGUAS BUENAS,PUERTO RICO,01/28/2024
1532,001,OPTICA,,DE LA CRUZ,OPTICA,787-773-1144,,GUAYNABO PLAZA AVE ESMERALDAESQ CALLE D BO LOS FRAILES,GUAYNABO,PUERTO RICO,01/28/2024
1533,001,COBIAN,,VISUAL CENTER,OPTICA,787-735-5744,,CALLE JULIO CINTRON # 204EDIF GUAYACAN SUITE 109,AIBONITO,PUERTO RICO,01/28/2024
1534,001,KARLA,,VELEZ QUINTANA,OPTOMETRIA,787-896-7041,,SAN SEBASTIAN SHOPPING CENTER4199 AVE A ESTRADA STE 283,SAN SEBASTIAN,PUERTO RICO,01/28/2024
1535,001,ISAMALISH,,ESPINO TORRES,OPTOMETRIA,939-633-6195,,35 AVE ESMERALDAURB MUNOZ RIVERA,GUAYNABO,PUERTO RICO,01/28/2024
1536,001,ALBERTO,,SANTIAGO CUEVAS,OPTOMETRIA,787-894-0971,,# 73 CALLE DR CUETO,UTUADO,PUERTO RICO,01/28/2024
1537,001,ALBERTO,,SANTIAGO CUEVAS,OPTOMETRIA,787-898-3398,,CARR 129 KM 15 1BARRIO BAYANEY,HATILLO,PUERTO RICO,01/28/2024
1538,001,ALBERTO,,SANTIAGO CUEVAS,OPTOMETRIA,787-894-0971,,# 73 CALLE DR CUETO,UTUADO,PUERTO RICO,01/28/2024
1539,001,ALBERTO,,SANTIAGO CUEVAS,OPTOMETRIA,787-898-3398,,CARR 129 KM 15 1BARRIO BAYANEY,HATILLO,PUERTO RICO,01/28/2024
1540,001,LEYDA,,FRANCESCHINI DIAZ,OPTOMETRIA,787-515-5858,,CENTRO COMERCIAL ROYAL GARDENSCARR 167 KM 18 7 LOCAL #8,BAYAMON,PUERTO RICO,01/28/2024
1541,001,LEYDA,,FRANCESCHINI DIAZ,OPTOMETRIA,787-925-1170,,TOA ALTA HEIGHTSCALLE 18 N 34,TOA ALTA,PUERTO RICO,01/28/2024
1542,001,ABBOT,,OPTICAL LENS,OPTICA,787-876-8409,,1194 CALLE NICOLAS AGUAYOURB EL COMANDANTE,SAN JUAN,PUERTO RICO,01/28/2024
1543,001,ABBOT,,OPTICAL LENS,OPTICA,787-876-8409,,CARR 188 KM 0 7ZONA IND SAN ISIDRO EDIF M1090,CANOVANAS,PUERTO RICO,01/28/2024
1544,001,MELISSA,,OPTICAL CENTER & LAB,OPTICA,787-734-3303,,CALLE DR BARRERAS #41,JUNCOS,PUERTO RICO,01/28/2024
1545,001,CELESTE,,RAMOS RAMOS,OPTOMETRIA,787-798-7903,,DRIVE IN PLAZA 2135 CARR # 2SUITE 65,BAYAMON,PUERTO RICO,01/28/2024
1546,001,HECTOR,,PEREZ HERNANDEZ,OPTOMETRIA,787-883-4646,,CENTRO GRAN CARIBE MALLCARR #2 STE 10,VEGA ALTA,PUERTO RICO,01/28/2024
1547,001,MARIA,,MORALES BLANCO,OPTOMETRIA,787-596-5297,,# 11 PASEO CASABLANCA,VEGA BAJA,PUERTO RICO,01/28/2024
1548,001,CARLOS,,RODRIGUEZ TORRES,OPTOMETRIA,787-854-5151,,CALLE MARGINAL A 4URB SAN SALVADOR,MANATI,PUERTO RICO,01/28/2024
1549,001,CARLOS,,RODRIGUEZ TORRES,OPTOMETRIA,787-854-5151,,CALLE MARGINAL A 4URB SAN SALVADOR,MANATI,PUERTO RICO,01/28/2024
1550,001,PEARLE,,VISION PLAZA ESCORIAL,OPTICA,787-276-3435,,5829 AVE 65 INFANTERIASUITE 105,CAROLINA,PUERTO RICO,01/28/2024
1551,001,PEARLE,,VISION PLAZA ESCORIAL,OPTICA,787-796-7373,,800 CARR 693SUITE 4,DORADO,PUERTO RICO,01/28/2024
1552,001,CENTRO,,VISUAL DR  KELVIN ORTIZ,OPTICA,787-847-0091,,1 CALLE MCJONES,VILLALBA,PUERTO RICO,01/28/2024
1553,001,OPTICAL,,BEAUTIFUL EYES BY CELY,OPTICA,787-335-0390,,CENTRO DE BELLAS ARTESCALLE PADIAL ESQ RUIZ BELVIS,CAGUAS,PUERTO RICO,01/28/2024
1554,001,ROSELINE,,LARSEN CALCANO,OPTOMETRIA,787-286-5666,,12 AVE LUIS MUNOZ MARINURB VILLA BLANCA,CAGUAS,PUERTO RICO,01/28/2024
1555,001,EXA,,RAMOS RAMOS,OPTOMETRIA,787-868-7025,,CALLE LA PAZ 257,AGUADA,PUERTO RICO,01/28/2024
1556,001,EXA,,RAMOS RAMOS,OPTOMETRIA,787-868-7025,,CALLE LA PAZ 257,AGUADA,PUERTO RICO,01/28/2024
1557,001,JOEL,,CASTRO TOLEDO,OPTOMETRIA,787-880-3362,,AVE JOSE A CEDENO # 511SUITE # 6,ARECIBO,PUERTO RICO,01/28/2024
1558,001,JOEL,,CASTRO TOLEDO,OPTOMETRIA,787-880-3362,,AVE JOSE A CEDENO # 511SUITE # 6,ARECIBO,PUERTO RICO,01/28/2024
1559,001,PROFESSIONAL,,OPTICS,OPTICA,787-764-6589,,131 WINSTON CHURCHILL AVEEL SENORIAL SUITE A,SAN JUAN,PUERTO RICO,01/28/2024
1560,001,EYE,,CENTER BOUTIQUE VEGA ALTA,OPTICA,787-883-4646,,CENTRO GRAN CARIBE MALLCARR #2 STE 10,VEGA ALTA,PUERTO RICO,01/28/2024
1561,001,EYE,,CENTER BOUTIQUE VEGA ALTA,OPTICA,787-980-8008,,DORAMAR PLAZACARR 693 B275 LOCAL#5,DORADO,PUERTO RICO,01/28/2024
1562,001,CLAUDIA,,COLON SANCHEZ,OPTOMETRIA,787-855-1414,,CARR PR 2 KM 42 3BO ALGARROBO,VEGA BAJA,PUERTO RICO,01/28/2024
1563,001,CLAUDIA,,COLON SANCHEZ,OPTOMETRIA,787-883-1414,,CENTRO GRAN CARIBESUITE 125,VEGA ALTA,PUERTO RICO,01/28/2024
1564,001,CLAUDIA,,COLON SANCHEZ,OPTOMETRIA,787-755-1414,,GALERIA PASEOS MALL STE 116AVENIDA LAS CUMBRES,SAN JUAN,PUERTO RICO,01/28/2024
1565,001,WILFREDO,,ROSADO MALDONADO,OPTOMETRIA,787-883-6406,,LUIS MUNOZ RIVERA #58 A,VEGA ALTA,PUERTO RICO,01/28/2024
1566,001,WILFREDO,,ROSADO MALDONADO,OPTOMETRIA,787-883-6406,,LUIS MUNOZ RIVERA #58 A,VEGA ALTA,PUERTO RICO,01/28/2024
1567,001,MARIA,,CAMACHO PEINADO,OPTOMETRIA,787-369-2400,,CARR 633 KM 4 9BO BARAHONA,MOROVIS,PUERTO RICO,01/28/2024
1568,001,MARIA,,CAMACHO PEINADO,OPTOMETRIA,787-369-2400,,CARR 633 KM 4 9BO BARAHONA,MOROVIS,PUERTO RICO,01/28/2024
1569,001,MARTA,,RIVERA FIGUEROA,OPTOMETRIA,787-765-1915,,500 CARR JOHN WILL HARRIS,BAYAMON,PUERTO RICO,01/28/2024
1570,001,MARTA,,RIVERA FIGUEROA,OPTOMETRIA,787-739-8182,,AVE EL JIBAROCARR 172 KM 13 5,CIDRA,PUERTO RICO,01/28/2024
1571,001,MARTA,,RIVERA FIGUEROA,OPTOMETRIA,787-746-6555,,CALLE RAFAEL CORDERO FINAL,CAGUAS,PUERTO RICO,01/28/2024
1572,001,MARTA,,RIVERA FIGUEROA,OPTOMETRIA,787-837-2225,,CENTRO SAN CRISTOBALCALLE LA CRUZ # 6,JUANA DIAZ,PUERTO RICO,01/28/2024
1573,001,MARTA,,RIVERA FIGUEROA,OPTOMETRIA,787-977-9542,,METRO CLINICA HOARECALLE HOARE # 900,SANTURCE,PUERTO RICO,01/28/2024
1574,001,MARTA,,RIVERA FIGUEROA,OPTOMETRIA,787-920-2080,,URB SANTA ROSAAVE AGUAS BUENAS 1226,BAYAMON,PUERTO RICO,01/28/2024
1575,001,ORTIZ,,OPTOMETRIC CARE,OPTICA,787-259-1111,,8118 CALLE CONCORDIA STE 201EDIF GALERIA PROFESIONAL,PONCE,PUERTO RICO,01/28/2024
1576,001,IVAN,,ROBLES MARTINEZ,OPTOMETRIA,787-261-0980,,EDIF CARIBBEAN CINEMAS IISTE # 6 PLAZA RIO HONDO,BAYAMON,PUERTO RICO,01/28/2024
1577,001,IVAN,,ROBLES MARTINEZ,OPTOMETRIA,787-261-0980,,EDIF CARIBBEAN CINEMAS IISTE # 6 PLAZA RIO HONDO,BAYAMON,PUERTO RICO,01/28/2024
1578,001,CLINICA,,VISUAL OPTICA DR ROMAN ROMAN INC,OPTICA,787-956-0625,,CARR 653 KM 2 0 SECT BARRANCABO HATO ABAJO,ARECIBO,PUERTO RICO,01/28/2024
1579,001,FERNANDO,,PADILLA ZAPATA,OPTOMETRIA,787-849-0303,,PLAZA MONSERRATE I LOCAL IRD 2 KM 164 0,HORMIGUEROS,PUERTO RICO,01/28/2024
1580,001,FERNANDO,,PADILLA ZAPATA,OPTOMETRIA,787-849-0303,,PLAZA MONSERRATE I LOCAL IRD 2 KM 164 0,HORMIGUEROS,PUERTO RICO,01/28/2024
1581,001,LOURDES,,BEAUREGARD VILLAFANE,OPTOMETRIA,787-772-4710,,CALLE DUARTE #231,SAN JUAN,PUERTO RICO,01/28/2024
1582,001,LOURDES,,BEAUREGARD VILLAFANE,OPTOMETRIA,787-798-7903,,DRIVE IN PLAZA 2135 CARR # 2SUITE 65,BAYAMON,PUERTO RICO,01/28/2024
1583,001,CARMEN,,SUAREZ CASTRO,OPTOMETRIA REHABILITACION,787-754-0814,,DOMENECH AVE # 369,HATO REY,PUERTO RICO,01/28/2024
1584,001,WORLD,,VISION OPTICAL,OPTICA,787-778-2957,,URB STA JUANITAL 56 AVE STA JUANITA,BAYAMON,PUERTO RICO,01/28/2024
1585,001,HAYDEE,,CUELLAR COLON,OPTOMETRIA,787-230-8853,,# 22 CALLE CELIS AGUILERA,SANTA ISABEL,PUERTO RICO,01/28/2024
1586,001,HAYDEE,,CUELLAR COLON,OPTOMETRIA,787-991-5067,,# 52 CALLE RAFAEL LASA,AGUAS BUENAS,PUERTO RICO,01/28/2024
1587,001,HAYDEE,,CUELLAR COLON,OPTOMETRIA,787-714-4550,,# 55 CALLE JOSE DE DIEGO,CIDRA,PUERTO RICO,01/28/2024
1588,001,NYDIA,,PEREZ VAZQUEZ,OPTOMETRIA,787-487-1305,,1429 AVE FERNANDEZ JUNCOSPRIMER NIVEL,SANTURCE,PUERTO RICO,01/28/2024
1589,001,NYDIA,,PEREZ VAZQUEZ,OPTOMETRIA,787-531-3432,,CALLE ANTONIO R BARCELO #8,TOA ALTA,PUERTO RICO,01/28/2024
1590,001,NYDIA,,PEREZ VAZQUEZ,OPTOMETRIA,787-383-5577,,EDIF METRO OFFICE PARK #3LOCAL 107,GUAYNABO,PUERTO RICO,01/28/2024
1591,001,NYDIA,,PEREZ VAZQUEZ,OPTOMETRIA,939-235-6763,,HOSPITAL UPR DEP OFTALMOLOGIAAVE 65 INFANTERIA PISO G,CAROLINA,PUERTO RICO,01/28/2024
1592,001,NYDIA,,PEREZ VAZQUEZ,OPTOMETRIA,787-995-2450,,P60 AVE SANTA JUANITAURB SANTA JUANITA,BAYAMON,PUERTO RICO,01/28/2024
1593,001,KORAK,,ROCA BARRETO,OPTOMETRIA,787-820-3322,,LA CEIBA SHOPPING VILLAGELOCAL # 5 CARR # 2 INT 130,HATILLO,PUERTO RICO,01/28/2024
1594,001,MARISEL,,IRIZARRY LUGO,OPTOMETRIA,787-264-3830,,SAN GERMAN MEDICAL PLAZASUITE 105,SAN GERMAN,PUERTO RICO,01/28/2024
1595,001,MARISEL,,IRIZARRY LUGO,OPTOMETRIA,787-264-3830,,SAN GERMAN MEDICAL PLAZASUITE 105,SAN GERMAN,PUERTO RICO,01/28/2024
1596,001,HPM,,FOUNDATION INC,OPTICA,787-268-4171,,AVENIDA BORINQUEN 2020,SAN JUAN,PUERTO RICO,01/28/2024
1597,001,TU,,OPTICA DR  REINALDO M  VAZQUEZ,OPTICA,787-264-2222,,URB EL RETIROCALLE PRINCIPAL ESQUINA CIBELE,SAN GERMAN,PUERTO RICO,01/28/2024
